"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Sat Oct 12 12:22:21 UTC 2024","Sat Oct 12 12:22:31 UTC 2024","9497","","bstack_sample","LoginTest","","","test_login_with_microsoft",""
